ID,CRM_ID,NAME,GENDER,EMAIL_ADDRESS,PHONE_NUMBER,SOCIAL_SECURITY_NUMBER,STREET_ADDRESS,CITY,STATE,STATE_CODE,ZIP_CODE,EDUCATION,EMPLOYMENT_STATUS,MARITAL_STATUS,RESIDENCE,YRS_AT_CURRENT_ADDRESS,YRS_WITH_CURRENT_EMPLOYER,INCOME,NUMBER_OF_CARDS,CREDITCARD_DEBT,LOANS,CREDIT_SCORE
200790,C005790,Audie Ionn,Female,audie.ionn0790@mortgage-demo.local,510-555-1790,999-80-1790,661 Maple Lane,San Jose,California,CA,38823,College,Employed,Married,Public Housing,11,9,50964.06,2,1027.13,1,491
200791,C005791,Domingo Offer,Male,domingo.offer0791@example.com,650-555-1791,999-81-1791,875 Maple Court,Anaheim,California,CA,92805,High School or Below,Unemployed,Married,Public Housing,6,11,43921.86,1,141.08,0,648
200792,C005792,Shelley Carroll,Male,shelley.carroll0792@mortgage-demo.local,949-555-1792,999-82-1792,9551 Cedar Boulevard,Vacaville,California,CA,95687,College,Unemployed,Single,Owner Occupier,12,13,44303.34,2,541.07,0,557
200793,C005793,Estelle Schiller,Female,estelle.schiller0793@mortgage-demo.local,310-555-1793,999-83-1793,9491 Hillcrest Lane,South Lake Tahoe,California,CA,41990,High School or Below,Unemployed,Married,Private Renting,8,13,50757.86,3,1140.2,0,587
200794,C005794,Kandy Wolff,Male,kandy.wolff0794@samplemail.test,626-555-1794,999-84-1794,4824 Cedar Boulevard,Petaluma,California,CA,37298,Bachelor,Medical Leave,Married,Private Renting,12,9,46932.4,2,973.67,1,661
200795,C005795,Cynthy Schiller,Female,cynthy.schiller0795@samplemail.test,619-555-1795,999-85-1795,8520 Pine Lane,Burbank,California,CA,47034,College,Employed,Divorced,Owner Occupier,15,13,47241.26,3,887.19,1,780
200796,C005796,Kennedi Marquardt,Male,kennedi.marquardt0796@example.com,619-555-1796,999-86-1796,2335 Pine Boulevard,Sacramento,California,CA,95814,High School or Below,Employed,Married,Public Housing,16,24,53467.01,1,680.34,0,805
200797,C005797,Audie Isenor,Male,audie.isenor0797@samplemail.test,949-555-1797,999-87-1797,245 Vista Way,Anderson,California,CA,45685,College,Employed,Married,Private Renting,11,11,46452.13,2,1461.59,2,721
200798,C005798,Sterne Isenor,Female,sterne.isenor0798@mortgage-demo.local,202-555-1798,999-88-1798,8340 Sunset Avenue,San Francisco,California,CA,94115,High School or Below,Employed,Married,Private Renting,6,9,48871.7,2,3441.81,1,495
200799,C005799,Zoey Blackledge,Male,zoey.blackledge0799@mortgage-demo.local,626-555-1799,999-89-1799,418 Oak Street,Fullerton,California,CA,43310,Doctor,Employed,Married,Private Renting,10,13,51616.38,3,1237.35,1,586
200800,C005800,Ede Klaggeman,Male,ede.klaggeman0800@syntheticmail.test,916-555-1800,999-10-1800,6737 Cedar Avenue,West Hills,California,CA,37093,High School or Below,Unemployed,Single,Private Renting,11,12,49148.37,3,998.88,1,680
200801,C005801,Jonatan Willms,Male,jonatan.willms0801@samplemail.test,202-555-1801,999-11-1801,9770 Cedar Court,Sacramento,California,CA,38471,High School or Below,Employed,Married,Owner Occupier,12,13,49061.37,2,1103.33,2,692
200802,C005802,Norris Hintz,Female,norris.hintz0802@mortgage-demo.local,415-555-1802,999-12-1802,1101 Market Lane,San Lorenzo,California,CA,47562,High School or Below,Employed,Married,Owner Occupier,15,12,47016.41,1,1325.74,1,520
200803,C005803,Chance Grimm,Male,chance.grimm0803@samplemail.test,202-555-1803,999-13-1803,1666 Maple Road,Santa Maria,California,CA,49995,High School or Below,Unemployed,Single,Public Housing,14,14,52858.13,1,1287.54,2,764
200804,C005804,Buck Frami,Female,buck.frami0804@example.com,510-555-1804,999-14-1804,8933 Sunset Drive,San Diego,California,CA,92101,College,Unemployed,Single,Private Renting,33,19,58538.77,2,1111.22,1,745
200805,C005805,Archaimbaud Lahy,Male,archaimbaud.lahy0805@example.com,310-555-1805,999-15-1805,6527 River Street,South Lake Tahoe,California,CA,96150,High School or Below,Unemployed,Married,Private Renting,9,19,45308.29,1,213.01,0,440
200806,C005806,Essy Hoeger,Female,essy.hoeger0806@syntheticmail.test,916-555-1806,999-16-1806,2812 Pine Court,Santa Maria,California,CA,37709,High School or Below,Unemployed,Single,Public Housing,13,14,49935.56,2,1096.2,0,695
200807,C005807,Malika Gleason,Male,malika.gleason0807@syntheticmail.test,626-555-1807,999-17-1807,376 River Boulevard,San Jose,California,CA,95118,College,Employed,Married,Private Renting,12,7,43917.97,1,1134.76,2,665
200808,C005808,Wes Hickisson,Male,wes.hickisson0808@samplemail.test,415-555-1808,999-18-1808,1383 Cedar Road,Tustin,California,CA,92780,Bachelor,Unemployed,Single,Owner Occupier,11,21,43418.39,2,2974.89,0,736
200809,C005809,Maryjane Stehr,Female,maryjane.stehr0809@example.com,805-555-1809,999-19-1809,8567 Cedar Street,Studio City,California,CA,37562,Doctor,Employed,Single,Living with parents/guardian,14,10,48799.29,1,995.23,1,470
200810,C005810,Delores Keling,Male,delores.keling0810@mortgage-demo.local,310-555-1810,999-20-1810,8958 Oak Road,Encino,California,CA,91316,Bachelor,Unemployed,Married,Owner Occupier,3,5,58473.49,1,371.08,1,843
200811,C005811,Gus Spinka,Male,gus.spinka0811@example.com,650-555-1811,999-21-1811,1377 Sunset Court,Beaumont,California,CA,53632,High School or Below,Unemployed,Single,Owner Occupier,14,12,51302.28,2,1484.99,1,531
200812,C005812,Jennyfer Augie,Female,jennyfer.augie0812@samplemail.test,510-555-1812,999-22-1812,430 Pine Way,Vacaville,California,CA,48647,College,Unemployed,Single,Owner Occupier,14,12,47554.4,3,1348.45,2,760
200813,C005813,Jordi Beier,Female,jordi.beier0813@samplemail.test,650-555-1813,999-23-1813,5245 Vista Lane,San Diego,California,CA,92101,College,Unemployed,Single,Private Renting,31,19,61526.84,3,1187.45,1,715
200814,C005814,Madelle Rath,Male,madelle.rath0814@mortgage-demo.local,818-555-1814,999-24-1814,6393 Hillcrest Court,Woodland Hills,California,CA,53280,Master,Disabled,Divorced,Owner Occupier,10,9,50727.93,2,1283.38,0,595
200815,C005815,Prue Augie,Male,prue.augie0815@mortgage-demo.local,818-555-1815,999-25-1815,4820 Cedar Lane,Santa Maria,California,CA,49995,High School or Below,Unemployed,Single,Public Housing,10,12,49718.96,3,1471.24,2,755
200816,C005816,Sydnee Dunnett,Male,sydnee.dunnett0816@mortgage-demo.local,916-555-1816,999-26-1816,3058 Vista Court,Encino,California,CA,91316,Bachelor,Unemployed,Married,Owner Occupier,10,6,60182.48,1,636.16,1,827
200817,C005817,Othilia Lergan,Male,othilia.lergan0817@example.com,619-555-1817,999-27-1817,9174 Hillcrest Court,San Jose,California,CA,95124,Bachelor,Employed,Married,Owner Occupier,29,14,53525.57,2,1870.16,0,683
200818,C005818,Shauna Hintz,Male,shauna.hintz0818@samplemail.test,818-555-1818,999-28-1818,5024 Pine Street,Anderson,California,CA,45685,College,Employed,Married,Private Renting,14,13,50946.16,3,921.6,1,715
200819,C005819,Wynnie Jast,Male,wynnie.jast0819@syntheticmail.test,510-555-1819,999-29-1819,5040 Maple Court,West Hills,California,CA,91307,High School or Below,Unemployed,Single,Owner Occupier,16,24,46167.59,1,4106.23,0,618
200820,C005820,Joanny Stehr,Male,joanny.stehr0820@example.com,619-555-1820,999-30-1820,3902 Hillcrest Way,Santa Maria,California,CA,49995,High School or Below,Unemployed,Single,Public Housing,11,12,46599.8,3,1508.96,2,770
200821,C005821,Shelley Marks,Male,shelley.marks0821@example.com,714-555-1821,999-31-1821,9695 Vista Way,Aptos,California,CA,37210,College,Employed,Single,Private Renting,15,13,48815.37,2,1306.76,1,756
200822,C005822,Emelda Wiza,Female,emelda.wiza0822@mortgage-demo.local,202-555-1822,999-32-1822,9133 Hillcrest Boulevard,Burbank,California,CA,91502,College,Employed,Divorced,Owner Occupier,10,0,43187.77,1,2316.57,1,682
200823,C005823,Jettie Hodgon,Male,jettie.hodgon0823@mortgage-demo.local,310-555-1823,999-33-1823,5200 Pine Drive,Orinda,California,CA,45597,Bachelor,Employed,Single,Living with parents/guardian,11,12,46394.34,2,1443.34,1,741
200824,C005824,Zuzana Murphy,Female,zuzana.murphy0824@mortgage-demo.local,213-555-1824,999-34-1824,6104 Market Lane,San Jose,California,CA,48705,Master,Unemployed,Married,Living with parents/guardian,10,13,46838.79,2,1770.12,0,556
200825,C005825,Maegan Rath,Female,maegan.rath0825@samplemail.test,510-555-1825,999-35-1825,1645 Sunset Drive,Los Angeles,California,CA,38882,High School or Below,Unemployed,Married,Private Renting,10,15,51739.47,1,888.98,1,707
200826,C005826,Brennan Beier,Female,brennan.beier0826@syntheticmail.test,916-555-1826,999-36-1826,4796 Hillcrest Road,San Jose,California,CA,95136,College,Employed,Divorced,Public Housing,5,8,50502.92,1,98.95,2,430
200827,C005827,Maegan Sicely,Male,maegan.sicely0827@example.com,818-555-1827,999-37-1827,2070 Market Road,Anaheim,California,CA,92805,High School or Below,Unemployed,Married,Public Housing,14,14,46228.31,1,0.0,0,579
200828,C005828,Osmond Stonestreet,Male,osmond.stonestreet0828@mortgage-demo.local,949-555-1828,999-38-1828,397 Vista Road,Alhambra,California,CA,91801,High School or Below,Employed,Single,Owner Occupier,0,4,50321.9,3,9.28,0,418
200829,C005829,Agnesse Crosetti,Male,agnesse.crosetti0829@example.com,714-555-1829,999-39-1829,5332 Cedar Street,San Francisco,California,CA,39967,Bachelor,Unemployed,Single,Public Housing,13,12,48372.19,2,927.71,2,503
200830,C005830,Caritta Waggatt,Male,caritta.waggatt0830@samplemail.test,202-555-1830,999-40-1830,7257 Market Road,Santa Maria,California,CA,49995,High School or Below,Unemployed,Single,Public Housing,11,8,53549.72,3,1458.54,1,772
200831,C005831,Bernelle Mayert,Female,bernelle.mayert0831@samplemail.test,818-555-1831,999-41-1831,3875 Cedar Court,Norwalk,California,CA,90650,College,Employed,Divorced,Public Housing,27,19,57534.43,2,3510.6,0,759
200832,C005832,Buck Dunnett,Male,buck.dunnett0832@mortgage-demo.local,510-555-1832,999-42-1832,4050 Oak Court,Sacramento,California,CA,95814,High School or Below,Employed,Married,Public Housing,11,25,54754.39,2,651.56,2,850
200833,C005833,Wynnie Kollach,Male,wynnie.kollach0833@samplemail.test,916-555-1833,999-43-1833,9764 River Way,Lakewood,California,CA,53250,High School or Below,Disabled,Married,Public Housing,8,11,46586.03,2,1366.49,2,634
200834,C005834,Penny Hintz,Male,penny.hintz0834@example.com,916-555-1834,999-44-1834,2208 Lincoln Boulevard,Concord,California,CA,46447,Bachelor,Unemployed,Single,Private Renting,15,11,49342.85,2,1260.61,1,647
200835,C005835,Ford Ratke,Male,ford.ratke0835@mortgage-demo.local,415-555-1835,999-45-1835,8427 Lincoln Road,Whittier,California,CA,90602,High School or Below,Medical Leave,Married,Living with parents/guardian,14,17,49191.39,2,13771.39,0,705
200836,C005836,Bennett Kozey,Female,bennett.kozey0836@samplemail.test,202-555-1836,999-46-1836,3442 Pine Street,San Francisco,California,CA,94105,Bachelor,Retired,Divorced,Public Housing,7,6,48574.1,1,270.58,0,850
200837,C005837,Maximillian Dunnett,Female,maximillian.dunnett0837@example.com,213-555-1837,999-47-1837,9447 Hillcrest Way,Freedom,California,CA,43427,College,Employed,Married,Owner Occupier,10,13,50994.13,2,1534.35,0,539
200838,C005838,Gino Kollach,Male,gino.kollach0838@syntheticmail.test,202-555-1838,999-48-1838,6720 River Road,Los Angeles,California,CA,50435,High School or Below,Employed,Married,Living with parents/guardian,13,14,50159.44,2,1852.61,1,760
200839,C005839,Malika Grimm,Male,malika.grimm0839@samplemail.test,626-555-1839,999-49-1839,607 Sunset Lane,Concord,California,CA,46447,Bachelor,Unemployed,Single,Private Renting,13,13,50208.53,2,1442.97,2,623
200840,C005840,Loma Monahan,Female,loma.monahan0840@example.com,949-555-1840,999-50-1840,1477 Sunset Avenue,Roseville,California,CA,47415,High School or Below,Employed,Married,Public Housing,14,9,49082.57,1,1133.78,1,593
200841,C005841,Osmond Gusikowski,Female,osmond.gusikowski0841@syntheticmail.test,916-555-1841,999-51-1841,1082 Oak Lane,San Francisco,California,CA,94105,Bachelor,Retired,Divorced,Public Housing,10,9,51489.9,1,335.14,1,825
200842,C005842,Prue Errington,Male,prue.errington0842@mortgage-demo.local,626-555-1842,999-52-1842,9007 Lincoln Court,Truckee,California,CA,53397,College,Unemployed,Single,Living with parents/guardian,12,11,49638.06,3,1380.23,0,553
200843,C005843,Maegan Duckhouse,Female,maegan.duckhouse0843@syntheticmail.test,805-555-1843,999-53-1843,4554 Oak Road,Newport,California,CA,92657,College,Medical Leave,Single,Public Housing,15,15,44325.64,1,5633.56,0,479
200844,C005844,Bennett Boyland,Female,bennett.boyland0844@example.com,310-555-1844,999-54-1844,5610 Lincoln Drive,Stockton,California,CA,41315,Bachelor,Employed,Married,Owner Occupier,13,12,49115.82,2,1100.52,1,577
200845,C005845,Jonatan Armatage,Male,jonatan.armatage0845@example.com,619-555-1845,999-55-1845,6077 River Court,Anaheim,California,CA,92805,High School or Below,Unemployed,Married,Public Housing,4,10,44185.06,2,276.84,0,672
200846,C005846,Rivi Mayert,Male,rivi.mayert0846@example.com,415-555-1846,999-56-1846,8425 Maple Avenue,Long Beach,California,CA,40758,College,Employed,Married,Owner Occupier,12,10,47873.15,1,1252.39,0,517
200847,C005847,Darill Waggatt,Male,darill.waggatt0847@example.com,650-555-1847,999-57-1847,1773 Lincoln Avenue,Anderson,California,CA,45685,College,Employed,Married,Private Renting,12,13,49180.99,1,1483.73,1,692
200848,C005848,Esma Hills,Female,esma.hills0848@mortgage-demo.local,949-555-1848,999-58-1848,8062 Sunset Lane,Chino Hills,California,CA,91709,Master,Employed,Divorced,Owner Occupier,19,14,51462.58,1,1267.34,1,739
200849,C005849,Rodrigo Cronin,Female,rodrigo.cronin0849@example.com,805-555-1849,999-59-1849,5469 Market Lane,Sacramento,California,CA,48031,Bachelor,Employed,Married,Owner Occupier,11,11,48765.78,3,1353.2,1,516
200850,C005850,Petronille Gleason,Male,petronille.gleason0850@syntheticmail.test,510-555-1850,999-60-1850,311 Oak Avenue,San Francisco,California,CA,37357,Bachelor,Employed,Married,Owner Occupier,12,15,50620.55,1,1276.78,1,667
200851,C005851,Delta Toffanini,Female,delta.toffanini0851@mortgage-demo.local,916-555-1851,999-61-1851,9594 Market Street,Sacramento,California,CA,48031,Bachelor,Employed,Married,Owner Occupier,13,10,52562.56,3,1643.14,0,590
200852,C005852,Estelle Malyon,Male,estelle.malyon0852@syntheticmail.test,818-555-1852,999-62-1852,6472 Pine Way,Newport Beach,California,CA,50846,Bachelor,Employed,Single,Owner Occupier,13,14,49469.12,1,1376.16,1,724
200853,C005853,Shauna Brooks,Male,shauna.brooks0853@example.com,415-555-1853,999-63-1853,7947 River Drive,Los Angeles,California,CA,90045,High School or Below,Unemployed,Married,Owner Occupier,13,7,46670.83,2,756.39,0,810
200854,C005854,Rodrigo Danaher,Male,rodrigo.danaher0854@mortgage-demo.local,202-555-1854,999-64-1854,2706 Hillcrest Road,La Mirada,California,CA,40612,Bachelor,Disabled,Married,Living with parents/guardian,9,11,50819.4,1,1059.11,2,486
200855,C005855,Amy Ritchie,Female,amy.ritchie0855@example.com,310-555-1855,999-65-1855,3854 Lincoln Way,Los Angeles,California,CA,90001,High School or Below,Employed,Married,Owner Occupier,10,16,42774.22,1,33.68,0,670
200856,C005856,Barnie Boyland,Male,barnie.boyland0856@mortgage-demo.local,310-555-1856,999-66-1856,4983 Vista Road,Concord,California,CA,94520,Bachelor,Unemployed,Single,Owner Occupier,18,25,61846.02,1,14464.01,0,797
200857,C005857,Wilie Goldner,Male,wilie.goldner0857@syntheticmail.test,310-555-1857,999-67-1857,5247 River Street,Costa Mesa,California,CA,92627,Master,Employed,Married,Private Renting,5,15,47271.58,1,1196.82,0,600
200858,C005858,Caritta Hanburry,Male,caritta.hanburry0858@syntheticmail.test,650-555-1858,999-68-1858,9170 Vista Road,Hesperia,California,CA,45186,High School or Below,Employed,Married,Owner Occupier,13,14,48047.51,3,1477.2,1,755
200859,C005859,Delfina Zulauf,Female,delfina.zulauf0859@samplemail.test,818-555-1859,999-69-1859,2901 River Drive,San Francisco,California,CA,94105,Bachelor,Retired,Divorced,Public Housing,8,10,50147.53,2,198.45,0,799
200860,C005860,Kaine Pouros,Male,kaine.pouros0860@syntheticmail.test,626-555-1860,999-70-1860,4638 Pine Boulevard,Vacaville,California,CA,95687,College,Unemployed,Single,Owner Occupier,6,13,41851.27,3,504.3,0,622
200861,C005861,Mariane Klaggeman,Male,mariane.klaggeman0861@syntheticmail.test,202-555-1861,999-71-1861,4510 Vista Road,Los Angeles,California,CA,38148,High School or Below,Employed,Married,Living with parents/guardian,11,12,47874.99,2,1114.27,1,676
200862,C005862,Estelle Frami,Female,estelle.frami0862@syntheticmail.test,626-555-1862,999-72-1862,9863 Pine Street,San Jose,California,CA,48705,Master,Unemployed,Married,Living with parents/guardian,15,13,50339.2,2,1393.91,2,542
200863,C005863,Jalyn Brooks,Male,jalyn.brooks0863@samplemail.test,619-555-1863,999-73-1863,7785 Hillcrest Avenue,Anderson,California,CA,96007,College,Employed,Married,Private Renting,16,28,58061.38,2,713.15,1,681
200864,C005864,Zachariah Cummerata,Female,zachariah.cummerata0864@mortgage-demo.local,213-555-1864,999-74-1864,8120 Cedar Drive,Healdsburg,California,CA,95448,College,Unemployed,Married,Public Housing,14,10,48173.01,1,2107.63,1,718
200865,C005865,Norberto Lutwyche,Female,norberto.lutwyche0865@mortgage-demo.local,714-555-1865,999-75-1865,9742 Vista Avenue,Chino Hills,California,CA,38031,Master,Employed,Divorced,Owner Occupier,8,14,47025.93,3,832.59,0,703
200866,C005866,Hershel Friesen,Male,hershel.friesen0866@syntheticmail.test,805-555-1866,999-76-1866,6170 Sunset Boulevard,Anaheim,California,CA,92805,High School or Below,Unemployed,Married,Public Housing,4,15,42186.18,1,306.25,0,637
200867,C005867,Rosa Marks,Female,rosa.marks0867@mortgage-demo.local,805-555-1867,999-77-1867,808 Maple Street,Truckee,California,CA,96161,College,Unemployed,Single,Public Housing,15,7,52034.86,2,2752.69,0,756
200868,C005868,Jamal Ionn,Female,jamal.ionn0868@syntheticmail.test,415-555-1868,999-78-1868,1014 Market Boulevard,Encino,California,CA,46330,Bachelor,Unemployed,Married,Private Renting,11,10,48189.39,1,1561.79,1,568
200869,C005869,Kania Powlowski,Female,kania.powlowski0869@mortgage-demo.local,310-555-1869,999-79-1869,2227 Sunset Drive,San Diego,California,CA,39908,College,Unemployed,Single,Owner Occupier,13,14,46732.19,1,1242.0,0,530
200870,C005870,Gilbert Labadie,Female,gilbert.labadie0870@syntheticmail.test,949-555-1870,999-80-1870,4295 Cedar Avenue,Belmont,California,CA,43749,College,Employed,Married,Owner Occupier,13,10,49685.45,3,1477.18,2,647
200871,C005871,Kania Toffanini,Female,kania.toffanini0871@example.com,949-555-1871,999-81-1871,6966 Cedar Lane,Newport,California,CA,92657,College,Medical Leave,Single,Public Housing,14,19,44840.06,1,5463.41,0,513
200872,C005872,Shyann Petruk,Male,shyann.petruk0872@mortgage-demo.local,916-555-1872,999-82-1872,3751 Oak Avenue,Sacramento,California,CA,38471,High School or Below,Employed,Married,Owner Occupier,8,15,48242.07,1,1252.08,0,678
200873,C005873,Rivi McGlynn,Male,rivi.mcglynn0873@example.com,213-555-1873,999-83-1873,6393 Oak Street,Truckee,California,CA,41110,College,Unemployed,Single,Living with parents/guardian,8,14,49599.94,3,1108.62,1,542
200874,C005874,Effie Patkin,Male,effie.patkin0874@example.com,650-555-1874,999-84-1874,1776 River Boulevard,Hayward,California,CA,45626,Doctor,Employed,Married,Private Renting,12,17,48492.33,3,1600.27,0,677
200875,C005875,Branson Dory,Male,branson.dory0875@mortgage-demo.local,310-555-1875,999-85-1875,2689 Hillcrest Street,Tustin,California,CA,45304,Bachelor,Unemployed,Single,Owner Occupier,16,17,49185.62,2,1360.76,2,677
200876,C005876,Landen Ritchie,Male,landen.ritchie0876@samplemail.test,510-555-1876,999-86-1876,6038 Sunset Road,Concord,California,CA,94520,Bachelor,Unemployed,Single,Owner Occupier,11,28,56236.25,2,12481.2,0,736
200877,C005877,Julian Pouros,Male,julian.pouros0877@syntheticmail.test,213-555-1877,999-87-1877,5547 Cedar Lane,Dana Point,California,CA,42049,High School or Below,Unemployed,Married,Private Renting,4,12,48592.82,3,1095.98,1,580
200878,C005878,Evangeline Bergnaum,Male,evangeline.bergnaum0878@syntheticmail.test,818-555-1878,999-88-1878,3380 Market Drive,Concord,California,CA,46447,Bachelor,Unemployed,Single,Private Renting,9,10,49360.14,3,1481.68,0,588
200879,C005879,Landen Hintz,Female,landen.hintz0879@syntheticmail.test,619-555-1879,999-89-1879,4046 Oak Drive,Torrance,California,CA,90503,Bachelor,Employed,Married,Owner Occupier,4,10,44203.01,1,1210.95,0,405
200880,C005880,Hollis Crist,Male,hollis.crist0880@example.com,916-555-1880,999-10-1880,586 Maple Street,Hesperia,California,CA,45186,High School or Below,Employed,Married,Owner Occupier,11,13,47963.52,2,1082.98,1,782
200881,C005881,Alexane Dicki,Female,alexane.dicki0881@samplemail.test,650-555-1881,999-11-1881,8767 Lincoln Street,San Francisco,California,CA,94105,Bachelor,Retired,Divorced,Public Housing,10,9,48264.0,1,231.55,1,833
200882,C005882,Wilie Waggatt,Female,wilie.waggatt0882@mortgage-demo.local,805-555-1882,999-12-1882,8829 Hillcrest Boulevard,Los Angeles,California,CA,90001,High School or Below,Employed,Married,Owner Occupier,10,12,48268.02,1,215.83,0,598
200883,C005883,Reagan Walter,Male,reagan.walter0883@mortgage-demo.local,949-555-1883,999-13-1883,6175 Market Avenue,West Hills,California,CA,37093,High School or Below,Unemployed,Single,Private Renting,11,12,51411.39,1,875.36,1,730
200884,C005884,Jamal Labadie,Male,jamal.labadie0884@example.com,202-555-1884,999-14-1884,2474 Maple Way,Chatsworth,California,CA,91311,College,Employed,Married,Private Renting,10,7,40317.34,1,679.02,2,684
200885,C005885,Petronille Keling,Male,petronille.keling0885@example.com,650-555-1885,999-15-1885,267 Maple Boulevard,Sacramento,California,CA,50758,High School or Below,Employed,Married,Owner Occupier,9,12,49076.23,1,1583.7,0,569
200886,C005886,Caritta Cronin,Female,caritta.cronin0886@mortgage-demo.local,949-555-1886,999-16-1886,3103 Lincoln Boulevard,San Leandro,California,CA,50465,College,Employed,Married,Owner Occupier,16,10,49774.42,3,1510.62,2,712
200887,C005887,Elinor Funk,Male,elinor.funk0887@samplemail.test,626-555-1887,999-17-1887,3195 Lincoln Drive,Chino Hills,California,CA,50318,Master,Employed,Divorced,Owner Occupier,9,15,49936.11,1,1400.09,2,722
200888,C005888,Kania Patkin,Male,kania.patkin0888@mortgage-demo.local,213-555-1888,999-18-1888,9640 Hillcrest Way,South Lake Tahoe,California,CA,96150,High School or Below,Unemployed,Married,Private Renting,10,16,45350.39,2,396.92,0,553
200889,C005889,Prudence Cummerata,Male,prudence.cummerata0889@samplemail.test,714-555-1889,999-19-1889,4624 Oak Way,Petaluma,California,CA,37298,Bachelor,Medical Leave,Married,Private Renting,11,10,44788.92,2,1187.04,0,696
200890,C005890,Sterne Beer,Male,sterne.beer0890@syntheticmail.test,510-555-1890,999-20-1890,6877 Vista Lane,Orinda,California,CA,45597,Bachelor,Employed,Single,Living with parents/guardian,9,13,45805.97,1,1042.09,1,696
200891,C005891,Werner Labadie,Female,werner.labadie0891@syntheticmail.test,619-555-1891,999-21-1891,1191 Lincoln Avenue,San Lorenzo,California,CA,94580,High School or Below,Employed,Married,Owner Occupier,4,17,51120.43,1,2558.1,1,742
200892,C005892,Bernelle Batz,Female,bernelle.batz0892@mortgage-demo.local,626-555-1892,999-22-1892,7448 Vista Road,San Jose,California,CA,51110,College,Employed,Married,Public Housing,11,12,48416.47,1,1421.21,0,765
200893,C005893,Hillary Baumbach,Male,hillary.baumbach0893@syntheticmail.test,818-555-1893,999-23-1893,7487 Sunset Street,Alhambra,California,CA,46770,High School or Below,Employed,Single,Private Renting,13,14,48729.95,2,1342.24,1,548
200894,C005894,Evangeline Inge,Male,evangeline.inge0894@syntheticmail.test,310-555-1894,999-24-1894,2258 Hillcrest Drive,Woodland Hills,California,CA,53280,Master,Disabled,Divorced,Owner Occupier,10,9,49606.02,2,1487.29,1,575
200895,C005895,Werner Gladdolph,Female,werner.gladdolph0895@mortgage-demo.local,202-555-1895,999-25-1895,4812 Lincoln Way,Fullerton,California,CA,92635,Doctor,Employed,Married,Private Renting,17,22,46922.05,2,2595.67,1,838
200896,C005896,Leanna Hodgon,Male,leanna.hodgon0896@mortgage-demo.local,650-555-1896,999-26-1896,6718 Sunset Avenue,Norwalk,California,CA,45949,College,Employed,Divorced,Public Housing,9,15,48216.59,1,1536.64,0,628
200897,C005897,Penny Ping,Male,penny.ping0897@samplemail.test,415-555-1897,999-27-1897,2637 Sunset Way,Fullerton,California,CA,43310,Doctor,Employed,Married,Private Renting,9,15,48370.98,2,1527.83,0,603
200898,C005898,Griff Deckow,Male,griff.deckow0898@example.com,202-555-1898,999-28-1898,1499 Maple Court,Chatsworth,California,CA,91311,College,Employed,Married,Private Renting,6,9,41049.53,1,980.67,0,621
200899,C005899,Lelia Kuhn,Male,lelia.kuhn0899@example.com,949-555-1899,999-29-1899,538 River Street,Hayward,California,CA,45626,Doctor,Employed,Married,Private Renting,11,10,51497.87,3,1283.67,0,729
200900,C005900,Gino Mannix,Female,gino.mannix0900@samplemail.test,626-555-1900,999-30-1900,9298 Vista Way,San Leandro,California,CA,50465,College,Employed,Married,Owner Occupier,14,10,52051.09,2,1461.84,1,760
200901,C005901,Darill Flatley,Female,darill.flatley0901@example.com,510-555-1901,999-31-1901,3494 Maple Avenue,Los Angeles,California,CA,90001,High School or Below,Employed,Married,Owner Occupier,12,17,46674.6,1,138.37,1,611
200902,C005902,Leonor Walter,Female,leonor.walter0902@mortgage-demo.local,619-555-1902,999-32-1902,7174 Sunset Lane,Orinda,California,CA,46506,Master,Unemployed,Single,Sheltered,13,14,48127.06,2,1216.76,1,543
200903,C005903,Ola Klimontovich,Female,ola.klimontovich0903@mortgage-demo.local,626-555-1903,999-33-1903,2898 Lincoln Lane,Freedom,California,CA,95019,College,Employed,Married,Owner Occupier,9,24,48476.52,1,5976.35,1,682
200904,C005904,Brannon Petruk,Female,brannon.petruk0904@mortgage-demo.local,310-555-1904,999-34-1904,1312 Lincoln Boulevard,Studio City,California,CA,37562,Doctor,Employed,Single,Living with parents/guardian,13,8,48489.76,1,1198.22,2,535
200905,C005905,Kandy Ionn,Male,kandy.ionn0905@samplemail.test,650-555-1905,999-35-1905,1634 Maple Street,Los Angeles,California,CA,50435,High School or Below,Employed,Married,Living with parents/guardian,11,16,48783.95,2,1443.57,0,776
200906,C005906,Braeden Bogisich,Female,braeden.bogisich0906@example.com,415-555-1906,999-36-1906,6654 Pine Court,San Jose,California,CA,48705,Master,Unemployed,Married,Living with parents/guardian,11,10,49514.66,3,1203.29,0,636
200907,C005907,Tabitha MacGinlay,Female,tabitha.macginlay0907@example.com,619-555-1907,999-37-1907,1294 Lincoln Street,Orinda,California,CA,94563,Master,Unemployed,Single,Private Renting,29,12,46880.59,1,109.03,0,850
200908,C005908,Bernelle Flatley,Female,bernelle.flatley0908@syntheticmail.test,310-555-1908,999-38-1908,1637 River Lane,Los Angeles,California,CA,90001,High School or Below,Employed,Married,Owner Occupier,8,12,42357.91,1,258.68,1,635
200909,C005909,Any Ratke,Female,any.ratke0909@samplemail.test,916-555-1909,999-39-1909,4982 Oak Lane,Santa Maria,California,CA,37709,High School or Below,Unemployed,Single,Public Housing,7,11,50715.01,1,1093.06,0,645
